531205057;0,948
371914201;1,692
579685101;1,692
531207165;1,692
531208063;1,692
531208491;1,692
531212710;2,124
578909101;2,232
579685201;1,488
531205213;1,488
574610502;3,516
579684601;3,516
510762100;3,516
579687901;2,664
587915101;4,056
587987401;4,596
578909102;2,46
578909105;3,804
579685701;3,852
580927601;5,136
588222101;1,284
579685601;4,392
587917901;4,188
581265101;7,092
587992401;4,728
576697001;5,268
580928001;5,268
587043501;5,268
598903301;11,724
371900701;11,088
577298401;3,984
504539901;12,06
510782600;12,06
529343701;17,34
510760500;17,34
585324102;18,312
510721703;9,696
593307201;21,66
587986602;17,136
586694801;6,252
589351003;18,864
596234601;13,044
596234701;13,044
596234801;14,664
588124901;23,724
531205069;23,832
587986501;7,98
525347401;7,98
577707603;33,972
510761800;8,52
575582067;8,52
598903201;17,58
592654401;36,132
529516301;9,06
525348302;38,292
525347801;10,14
581011701;10,68
587878401;10,68
598901501;21,468
589351101;33,228
576137368;33,66
596234101;45,528
575581967;23,088
589351001;23,088
505209401;23,628
578906267;23,628
531213998;37,116
501105901;37,548
295656901;26,328
531213263;26,436
587806001;13,488
589350701;13,488
587986601;15,648
575583601;16,188
575583701;16,188
597656001;17,376
598908701;17,376
532413541;17,376
596233701;73,284
591362601;55,908
587986901;56,988
596233901;41,88
525347303;49,116
591365401;98,664
531205863;26,232
525347301;60,132
529807401;107,964
529343201;115,644
577955311;280,428
577955309;304,836
529342801;111,012
579391702;160,368
577972302;283,92
586694601;10,044
544445901;10,044
596234001;22,68
501106001;121,932
525300701;6,156
577955308;256,068
585324003;12,744
585324004;12,744
586945601;44,28
586945602;44,28
587909901;5,616
505436001;43,848
522720801;13,932
522721401;6,156
501166901;40,932
502502701;8,856
521951201;15,984
522490801;0,54
529551001;1,08
575582267;8,856
575717901;50,436
577707301;39,852
577753702;183,924
577955312;286,524
579391903;65,988
587805801;6,048
587832901;302,616
587832902;302,616
510760900;4,428
574254501;27,756
577975105;99,048
578906903;99,048
578906905;99,048
581291203;99,048
573976001;69,132
599243801;285,072
579391701;217,464
587986702;42,564
581145102;118,08
581145105;118,08
515991452;177,612
529343101;105,876
525348301;33,168
596234201;163,788
577707601;30,792
577707604;30,792
586694401;30,36
529343801;87,084
590442202;113,556
590442203;113,556
295611813;50,568
522828201;24,744
581145103;93,036
586694201;45,168
501118201;104,496
584618302;80,292
510760300;57,708
577707303;38,472
579392105;18,696
577706601;16,968
587987201;16,968
591452501;16,968
585071201;67,008
577707203;33,396
529343501;47,772
596234501;62,472
525348103;46,692
598946901;46,584
587916301;58,044
587916401;67,344
531211754;13,404
577707304;37,728
584618301;48,648
582824601;36
576842201;34,488
587986902;57,3
371914701;11,46
590587101;30,492
532413542;20,22
587986701;42,936
598901001;42,936
577706502;41,208
575238606;8,22
574501901;7,68
575582167;7,68
589899701;21,096
590660201;14,064
579392101;19,476
593373701;25,32
590939801;18,288
578323701;11,796
371902101;5,844
575408201;5,844
529327004;17,316
574874717;5,412
582844201;24,144
591362801;24,144
579686801;4,224
587878501;4,224
510762600;19,176
501491101;12,684
598503603;15,828
510783300;12,576
586694701;9,432
581966601;12,144
579392201;12,036
115706951;3,936
115724451;3,936
115780851;3,936
115785951;3,936
115894551;3,936
115894651;3,936
577713701;7,812
579839101;3,936
579839401;3,936
587987001;11,94
588407001;10,86
587043503;8,256
510763400;7,608
512802500;5,652
599271701;5,112
591474201;5,004
510310301;3,048
505474301;4,464
580682901;2,94
576053901;5,448
371379101;3,924
529342701;3,924
577713901;3,924
510805100;4,908
371914401;2,4
587915001;4,8
577880602;5,892
578910601;3,384
510761900;4,26
510019501;1,968
579686501;1,968
514825900;1,968
531208844;0,984
531213870;0,984
587914901;3,828
502405301;2,844
514912900;2,844
513918900;2,844
579684301;2,196
579686001;2,196
579688701;2,196
587912701;2,196
579443701;3,084
510761700;1,656
510037501;1,224
531208216;1,224
579685801;1,896
576047401;1,464
532181698;1,464
577713801;1,464
587043502;5,508
574645701;7,092
582916501;23,16
531206346;2,124
295613601;4,056
581011601;4,392
578445201;5,376
544934401;8,28
575415801;2,904
579684701;3,984
585186901;10,236
531205060;16,728
575582464;19,536
588042601;49,02
574484501;12,744
504800101;89,856
513121600;10,584
501106301;31,644
579686201;168,924
593821401;178,02
582824001;55,74
582824102;55,74
582356401;46,344
510092801;81,132
582824901;15,348
574373501;13,08
531213783;10,284
585324101;10,176
531210725;13,968
587249601;21,876
577707801;8,016
531205056;12,684
504103101;9,132
585919301;5,004
579686901;4,572
579684901;4,8
587910901;4,8
588470201;2,4
531213517;5,352
582824501;42,024
587912601;1,692
587913401;1,692
579460502;2,664
501490201;3,948
587805701;10,44
585186801;10,236
574484502;14,568
501106401;58,608
583791001;44,58
588272801;44,58
501106501;70,812
585341601;29,04
501843601;134,34
577972315;240,072
587797106;240,072
501105801;28,188
577708301;44,28
504541402;108,48
592909801;42,9
532400723;15,888
953876592;63,012
582386101;9,192
593265701;21,096
544446101;11,16
577384201;6,936
531211441;6,936
501105702;8,688
585275701;7,512
579687001;2,94
514885904;5,352
587914601;1,968
514919801;3,288
579684201;2,196
575708501;10,68
579685901;41,244
575708302;112,092
581551903;95,256
596354201;217,296
588490302;35,868
582784301;72,852
577752902;58,044
532187353;9,3
587911801;30,732
574479801;17,856
577715001;4,764
580793101;13,224
585255401;2,604
579443201;9,876
590770701;9,78
535095301;0,984
504857801;3,084
531213467;27,996
579686101;3,516
501489801;3,948
574503501;3,948
538235807;2,364
574484601;6,9
579300901;19,44
581551902;100,872
579686401;110,844
596253801;116,052
531210617;45,408
593589301;23,904
579686301;1,416
587913101;1,224
531205581;0,576
531208492;1,284
725237951;8,916
577233508;57,096
591444501;158,472
590110601;16,968
544934301;6,936
531211191;4,908
576213501;0,984
531205169;2,304
531206653;7,632
535127901;5,268
501105601;191,7
576030101;2,7
531213588;27,348
577876701;44,76
587448901;55,14
575409001;4,26
510018701;0,984
535130101;2,844
586359701;3,084
504827301;4,836
585323601;21,468
504541403;112,092
585323802;15,384
501106101;13,668
522857701;4,464
577103201;2,94
531211840;3,624
501055701;0,924
593348601;24,072
531205944;7,2
579459801;9,504
544917302;29,916
597181601;64,404
589350801;16,968
596507201;17,376
581166606;57,096
579684101;1,62
579459901;8,148
577093201;5,652
598764502;133,896
576220201;10,92
586342601;4,8
535087401;1,968
501106601;31,776
590217201;5,004
576242201;2,94
576183301;4,836
577707901;10,044
574477702;15,924
510777900;6,732
501490101;5,568
585323801;15,384
514026600;1,968
591203601;10,644
586993801;104,352
544444401;16,872
585341501;2,304
586038901;4,188
589300801;21,696
588901201;14,064
579684501;11,94
583951302;3,72
575416002;6,996
574475901;25,788
574469002;4,596
593246402;184,944
593094601;72,312
576183202;10,344
581020301;21,636
538005362;6,864
531204922;2,196
575502601;17,172
579462402;5,568
579529401;0,684
535129303;2,364
574479001;9,84
582381001;35,868
579758301;13,992
544343203;105,78
588832701;21,504
574485102;3,18
587651501;20,52
532150406;5,352
588222201;1,464
574467301;14,976
579708601;11,964
535130310;0,984
582029202;47,928
577846203;59,436
531211480;5,652
576213801;1,224
585208501;12,6
585071401;32,616
580792701;16,392
531211581;4,26
586189001;41,784
585539001;13,788
588416101;88,224
503226601;2,364
574467202;31,572
586277901;27,648
588797801;27,216
574476502;64,5
584816903;0,576
598764201;0,708
588441901;79,716
587651602;95,94
592851901;47,472
525463202;5,352
575238602;4,02
580526701;1,248
531211474;5,844
574480302;32,58
580792802;17,856
734113741;2,64
574480301;25,788
581225903;43,14
531208008;5,844
574479201;10,32
586210601;5,244
587125101;4,872
504046101;5,472
592618101;70,476
587912901;5,892
578275201;22,476
592850901;343,152
544934701;8,796
585187201;10,344
577233507;43,608
577518102;6,156
531208772;1,968
577839906;184,74
544908001;24,888
580504101;9,672
587449301;2,7
587448902;70,812
531210573;5,892
579708201;11,7
531211473;13,344
587797001;99,048
575640101;89,268
585539502;49,32
574490003;8,856
584989302;134,34
584897501;2,844
576213902;1,692
585196801;2,196
505290901;2,076
582192102;25,008
584408801;90,864
544916904;32,664
592910101;116,052
579708701;35,292
593247201;107,952
587448802;6,192
575238603;11,184
584408901;42,96
531208778;7,716
581165701;7,236
592851701;334,296
525423101;2,64
580511401;2,94
579525701;1,968
574487001;2,94
577512201;1,284
504103301;20,076
544462302;25,584
574487101;17,856
544342301;9,36
535081501;6,456
592909501;16,8
583853902;18,528
579458004;18,732
590508701;0,708
731432401;2,904
581620903;58,656
581166605;36,336
504034801;19,788
579825104;26,52
594058601;13,104
597435801;10,512
581188910;20,424
531208043;3,24
504113310;28,128
578275103;59,088
581621202;9,576
544462202;23,292
592909401;110,952
592852701;60,876
592852301;20,532
535082501;3,336
580526801;3,252
575543310;1,02
585539204;37,236
581843001;19,32
535126401;10,332
574373701;4,02
590740201;0,708
531207856;1,272
579825103;22,812
577753701;40,032
574465104;27,012
580445101;3,48
579825101;60,588
589586101;99,456
592909302;130,776
576019402;1,488
585214201;5,556
587449404;200,124
593163601;123,012
535087802;2,136
579825102;39,12
580487101;5,184
535130502;1,068
535129001;2,676
574450101;1,596
579474601;11,292
575543314;1,332
574469102;9,624
535076001;1,332
501980201;2,7
589586201;102,588
535075703;5,616
574874708;1,836
